macro,type,size,file,line
ALT_WRITE_TG_REG,struct tg_reg,8,12.1src/sys/sys/tiio.h,333
TIIOCGETPARAMS,struct ti_params,28,12.1src/sys/sys/tiio.h,320
TIIOCGETSTATS,struct ti_stats,1024,12.1src/sys/sys/tiio.h,319
TIIOCGETTRACE,struct ti_trace_buf,16,12.1src/sys/sys/tiio.h,323
TIIOCSETPARAMS,struct ti_params,28,12.1src/sys/sys/tiio.h,321
TIIOCSETTRACE,ti_trace_type,4,12.1src/sys/sys/tiio.h,322
CDRIOCBLANK,int,4,12.1src/sys/sys/cdrio.h,121
CDRIOCFIXATE,int,4,12.1src/sys/sys/cdrio.h,131
CDRIOCFORMAT,struct cdr_format_params,12,12.1src/sys/sys/cdrio.h,139
CDRIOCGETBLOCKSIZE,int,4,12.1src/sys/sys/cdrio.h,135
CDRIOCGETPROGRESS,int,4,12.1src/sys/sys/cdrio.h,137
CDRIOCINITTRACK,struct cdr_track,12,12.1src/sys/sys/cdrio.h,128
CDRIOCINITWRITER,int,4,12.1src/sys/sys/cdrio.h,127
CDRIOCNEXTWRITEABLEADDR,int,4,12.1src/sys/sys/cdrio.h,126
CDRIOCREADFORMATCAPS,struct cdr_format_capacities,268,12.1src/sys/sys/cdrio.h,138
CDRIOCREADSPEED,int,4,12.1src/sys/sys/cdrio.h,132
CDRIOCSENDCUE,struct cdr_cuesheet,20,12.1src/sys/sys/cdrio.h,129
CDRIOCSETBLOCKSIZE,int,4,12.1src/sys/sys/cdrio.h,136
CDRIOCWRITESPEED,int,4,12.1src/sys/sys/cdrio.h,133
DIOCGATTR,struct diocgattr_arg,324,12.1src/sys/sys/disk.h,142
DIOCGIDENT,char [ DISK_IDENT_SIZE ],256,12.1src/sys/sys/disk.h,85
DIOCGPHYSPATH,char [ MAXPATHLEN ],1024,12.1src/sys/sys/disk.h,124
DIOCGPROVIDERNAME,char [ MAXPATHLEN ],1024,12.1src/sys/sys/disk.h,106
DIOCSKERNELDUMP,struct diocskerneldump_arg,76,12.1src/sys/sys/disk.h,154
DIOCZONECMD,struct disk_zone_args,108,12.1src/sys/sys/disk.h,144
PIOCGFL,unsigned int,4,12.1src/sys/sys/pioctl.h,62
PIOCSTATUS,struct procfs_status,20,12.1src/sys/sys/pioctl.h,61
PIOCWAIT,struct procfs_status,20,12.1src/sys/sys/pioctl.h,58
IOV_CONFIG,struct pci_iov_arg,8,12.1src/sys/sys/iov.h,254
IOV_GET_SCHEMA,struct pci_iov_schema,12,12.1src/sys/sys/iov.h,256
AIOGCAP,snd_capabilities,28,12.1src/sys/sys/soundcard.h,306
AIOGFMT,snd_chan_param,16,12.1src/sys/sys/soundcard.h,250
AIOGMIX,snd_mix_param,4,12.1src/sys/sys/soundcard.h,264
AIOGSIZE,struct snd_size,8,12.1src/sys/sys/soundcard.h,142
AIONWRITE,int,4,12.1src/sys/sys/soundcard.h,137
AIOSFMT,snd_chan_param,16,12.1src/sys/sys/soundcard.h,251
AIOSMIX,snd_mix_param,4,12.1src/sys/sys/soundcard.h,265
AIOSSIZE,struct snd_size,8,12.1src/sys/sys/soundcard.h,143
AIOSTOP,int,4,12.1src/sys/sys/soundcard.h,273
AIOSYNC,snd_sync_parm,8,12.1src/sys/sys/soundcard.h,287
MIOGPASSTHRU,int,4,12.1src/sys/sys/soundcard.h,774
MIOSPASSTHRU,int,4,12.1src/sys/sys/soundcard.h,773
OSS_GETVERSION,int,4,12.1src/sys/sys/soundcard.h,1733
SNDCTL_AUDIOINFO,oss_audioinfo,1180,12.1src/sys/sys/soundcard.h,1989
SNDCTL_AUDIOINFO_EX,oss_audioinfo,1180,12.1src/sys/sys/soundcard.h,1995
SNDCTL_CARDINFO,oss_card_info,1176,12.1src/sys/sys/soundcard.h,1993
SNDCTL_COPR_HALT,copr_debug_buf,20,12.1src/sys/sys/soundcard.h,993
SNDCTL_COPR_LOAD,copr_buffer,4016,12.1src/sys/sys/soundcard.h,987
SNDCTL_COPR_RCODE,copr_debug_buf,20,12.1src/sys/sys/soundcard.h,989
SNDCTL_COPR_RCVMSG,copr_msg,4004,12.1src/sys/sys/soundcard.h,995
SNDCTL_COPR_RDATA,copr_debug_buf,20,12.1src/sys/sys/soundcard.h,988
SNDCTL_COPR_RUN,copr_debug_buf,20,12.1src/sys/sys/soundcard.h,992
SNDCTL_COPR_SENDMSG,copr_msg,4004,12.1src/sys/sys/soundcard.h,994
SNDCTL_COPR_WCODE,copr_debug_buf,20,12.1src/sys/sys/soundcard.h,991
SNDCTL_COPR_WDATA,copr_debug_buf,20,12.1src/sys/sys/soundcard.h,990
SNDCTL_DSP_BIND_CHANNEL,int,4,12.1src/sys/sys/soundcard.h,1717
SNDCTL_DSP_COOKEDMODE,int,4,12.1src/sys/sys/soundcard.h,1628
SNDCTL_DSP_CURRENT_IPTR,oss_count_t,140,12.1src/sys/sys/soundcard.h,1669
SNDCTL_DSP_CURRENT_OPTR,oss_count_t,140,12.1src/sys/sys/soundcard.h,1670
SNDCTL_DSP_GETBLKSIZE,int,4,12.1src/sys/sys/soundcard.h,785
SNDCTL_DSP_GETCAPS,int,4,12.1src/sys/sys/soundcard.h,829
SNDCTL_DSP_GETCHANNELMASK,int,4,12.1src/sys/sys/soundcard.h,1716
SNDCTL_DSP_GETERROR,audio_errinfo,104,12.1src/sys/sys/soundcard.h,1597
SNDCTL_DSP_GETFMTS,int,4,12.1src/sys/sys/soundcard.h,806
SNDCTL_DSP_GETIPEAKS,oss_peaks_t,256,12.1src/sys/sys/soundcard.h,1707
SNDCTL_DSP_GETIPTR,count_info,12,12.1src/sys/sys/soundcard.h,933
SNDCTL_DSP_GETISPACE,audio_buf_info,16,12.1src/sys/sys/soundcard.h,820
SNDCTL_DSP_GETODELAY,int,4,12.1src/sys/sys/soundcard.h,945
SNDCTL_DSP_GETOPEAKS,oss_peaks_t,256,12.1src/sys/sys/soundcard.h,1708
SNDCTL_DSP_GETOPTR,count_info,12,12.1src/sys/sys/soundcard.h,934
SNDCTL_DSP_GETOSPACE,audio_buf_info,16,12.1src/sys/sys/soundcard.h,819
SNDCTL_DSP_GETPLAYVOL,int,4,12.1src/sys/sys/soundcard.h,1595
SNDCTL_DSP_GETRECVOL,int,4,12.1src/sys/sys/soundcard.h,1684
SNDCTL_DSP_GETTRIGGER,int,4,12.1src/sys/sys/soundcard.h,919
SNDCTL_DSP_GET_CHNORDER,unsigned long long,8,12.1src/sys/sys/soundcard.h,1691
SNDCTL_DSP_GET_PLAYTGT,int,4,12.1src/sys/sys/soundcard.h,1682
SNDCTL_DSP_GET_RECSRC,int,4,12.1src/sys/sys/soundcard.h,1678
SNDCTL_DSP_LOW_WATER,int,4,12.1src/sys/sys/soundcard.h,1652
SNDCTL_DSP_MAPINBUF,buffmem_desc,8,12.1src/sys/sys/soundcard.h,941
SNDCTL_DSP_MAPOUTBUF,buffmem_desc,8,12.1src/sys/sys/soundcard.h,942
SNDCTL_DSP_POLICY,int,4,12.1src/sys/sys/soundcard.h,1709
SNDCTL_DSP_SETBLKSIZE,int,4,12.1src/sys/sys/soundcard.h,786
SNDCTL_DSP_SETFMT,int,4,12.1src/sys/sys/soundcard.h,787
SNDCTL_DSP_SETFRAGMENT,int,4,12.1src/sys/sys/soundcard.h,803
SNDCTL_DSP_SETPLAYVOL,int,4,12.1src/sys/sys/soundcard.h,1596
SNDCTL_DSP_SETRECVOL,int,4,12.1src/sys/sys/soundcard.h,1685
SNDCTL_DSP_SETTRIGGER,int,4,12.1src/sys/sys/soundcard.h,920
SNDCTL_DSP_SET_CHNORDER,unsigned long long,8,12.1src/sys/sys/soundcard.h,1692
SNDCTL_DSP_SET_PLAYTGT,int,4,12.1src/sys/sys/soundcard.h,1683
SNDCTL_DSP_SET_RECSRC,int,4,12.1src/sys/sys/soundcard.h,1679
SNDCTL_DSP_SPEED,int,4,12.1src/sys/sys/soundcard.h,783
SNDCTL_DSP_STEREO,int,4,12.1src/sys/sys/soundcard.h,784
SNDCTL_DSP_SUBDIVIDE,int,4,12.1src/sys/sys/soundcard.h,802
SNDCTL_DSP_SYNCGROUP,oss_syncgroup,72,12.1src/sys/sys/soundcard.h,1611
SNDCTL_DSP_SYNCSTART,int,4,12.1src/sys/sys/soundcard.h,1612
SNDCTL_ENGINEINFO,oss_audioinfo,1180,12.1src/sys/sys/soundcard.h,1994
SNDCTL_FM_4OP_ENABLE,int,4,12.1src/sys/sys/soundcard.h,332
SNDCTL_FM_LOAD_INSTR,struct sbi_instrument,40,12.1src/sys/sys/soundcard.h,323
SNDCTL_GETLABEL,oss_label_t,16,12.1src/sys/sys/soundcard.h,2004
SNDCTL_GETSONG,oss_longname_t,64,12.1src/sys/sys/soundcard.h,2001
SNDCTL_MIDIINFO,oss_midi_info,1256,12.1src/sys/sys/soundcard.h,1991
SNDCTL_MIDI_INFO,struct midi_info,116,12.1src/sys/sys/soundcard.h,328
SNDCTL_MIDI_MPUCMD,mpu_command_rec,33,12.1src/sys/sys/soundcard.h,772
SNDCTL_MIDI_MPUMODE,int,4,12.1src/sys/sys/soundcard.h,771
SNDCTL_MIDI_PRETIME,int,4,12.1src/sys/sys/soundcard.h,770
SNDCTL_MIXERINFO,oss_mixerinfo,1136,12.1src/sys/sys/soundcard.h,1992
SNDCTL_MIX_ENUMINFO,oss_mixer_enuminfo,3528,12.1src/sys/sys/soundcard.h,1990
SNDCTL_MIX_EXTINFO,oss_mixext,220,12.1src/sys/sys/soundcard.h,1985
SNDCTL_MIX_NREXT,int,4,12.1src/sys/sys/soundcard.h,1984
SNDCTL_MIX_NRMIX,int,4,12.1src/sys/sys/soundcard.h,1983
SNDCTL_MIX_READ,oss_mixer_value,52,12.1src/sys/sys/soundcard.h,1986
SNDCTL_MIX_WRITE,oss_mixer_value,52,12.1src/sys/sys/soundcard.h,1987
SNDCTL_PMGR_ACCESS,struct patmgr_info,4024,12.1src/sys/sys/soundcard.h,333
SNDCTL_PMGR_IFACE,struct patmgr_info,4024,12.1src/sys/sys/soundcard.h,476
SNDCTL_SEQ_CTRLRATE,int,4,12.1src/sys/sys/soundcard.h,319
SNDCTL_SEQ_GETINCOUNT,int,4,12.1src/sys/sys/soundcard.h,321
SNDCTL_SEQ_GETOUTCOUNT,int,4,12.1src/sys/sys/soundcard.h,320
SNDCTL_SEQ_GETTIME,int,4,12.1src/sys/sys/soundcard.h,336
SNDCTL_SEQ_NRMIDIS,int,4,12.1src/sys/sys/soundcard.h,327
SNDCTL_SEQ_NRSYNTHS,int,4,12.1src/sys/sys/soundcard.h,326
SNDCTL_SEQ_OUTOFBAND,struct seq_event_rec,8,12.1src/sys/sys/soundcard.h,335
SNDCTL_SEQ_PERCMODE,int,4,12.1src/sys/sys/soundcard.h,322
SNDCTL_SEQ_RESETSAMPLES,int,4,12.1src/sys/sys/soundcard.h,325
SNDCTL_SEQ_TESTMIDI,int,4,12.1src/sys/sys/soundcard.h,324
SNDCTL_SEQ_THRESHOLD,int,4,12.1src/sys/sys/soundcard.h,329
SNDCTL_SETLABEL,oss_label_t,16,12.1src/sys/sys/soundcard.h,2003
SNDCTL_SETNAME,oss_longname_t,64,12.1src/sys/sys/soundcard.h,2002
SNDCTL_SETSONG,oss_longname_t,64,12.1src/sys/sys/soundcard.h,2000
SNDCTL_SYNTH_INFO,struct synth_info,140,12.1src/sys/sys/soundcard.h,318
SNDCTL_SYNTH_MEMAVL,int,4,12.1src/sys/sys/soundcard.h,331
SNDCTL_SYSINFO,oss_sysinfo,1248,12.1src/sys/sys/soundcard.h,1980
SNDCTL_TMR_METRONOME,int,4,12.1src/sys/sys/soundcard.h,354
SNDCTL_TMR_SELECT,int,4,12.1src/sys/sys/soundcard.h,355
SNDCTL_TMR_SOURCE,int,4,12.1src/sys/sys/soundcard.h,347
SNDCTL_TMR_TEMPO,int,4,12.1src/sys/sys/soundcard.h,346
SNDCTL_TMR_TIMEBASE,int,4,12.1src/sys/sys/soundcard.h,342
SOUND_MIXER_INFO,mixer_info,92,12.1src/sys/sys/soundcard.h,1195
SOUND_PCM_READ_BITS,int,4,12.1src/sys/sys/soundcard.h,953
SOUND_PCM_READ_CHANNELS,int,4,12.1src/sys/sys/soundcard.h,952
SOUND_PCM_READ_FILTER,int,4,12.1src/sys/sys/soundcard.h,954
SOUND_PCM_READ_RATE,int,4,12.1src/sys/sys/soundcard.h,951
SOUND_PCM_WRITE_CHANNELS,int,4,12.1src/sys/sys/soundcard.h,793
SOUND_PCM_WRITE_FILTER,int,4,12.1src/sys/sys/soundcard.h,795
FIOASYNC,int,4,12.1src/sys/sys/filio.h,51
FIOBMAP2,struct fiobmap2_arg,16,12.1src/sys/sys/filio.h,72
FIODGNAME,struct fiodgname_arg,8,12.1src/sys/sys/filio.h,60
FIODTYPE,int,4,12.1src/sys/sys/filio.h,54
FIOGETLBA,int,4,12.1src/sys/sys/filio.h,55
FIOGETOWN,int,4,12.1src/sys/sys/filio.h,53
FIONBIO,int,4,12.1src/sys/sys/filio.h,50
FIONREAD,int,4,12.1src/sys/sys/filio.h,49
FIONSPACE,int,4,12.1src/sys/sys/filio.h,62
FIONWRITE,int,4,12.1src/sys/sys/filio.h,61
FIOSETOWN,int,4,12.1src/sys/sys/filio.h,52
FBIOGATTR,struct fbgattr,88,12.1src/sys/sys/fbio.h,226
FBIOGCURMAX,struct fbcurpos,4,12.1src/sys/sys/fbio.h,276
FBIOGCURPOS,struct fbcurpos,4,12.1src/sys/sys/fbio.h,273
FBIOGCURSOR,struct fbcursor,44,12.1src/sys/sys/fbio.h,269
FBIOGETCMAP,struct fbcmap,20,12.1src/sys/sys/fbio.h,201
FBIOGETCMAPI,struct fbcmap_i,28,12.1src/sys/sys/fbio.h,330
FBIOGINFO,struct fbinfo,24,12.1src/sys/sys/fbio.h,187
FBIOGTYPE,struct fbtype,24,12.1src/sys/sys/fbio.h,107
FBIOGVIDEO,int,4,12.1src/sys/sys/fbio.h,235
FBIOGXINFO,struct brd_info,16,12.1src/sys/sys/fbio.h,291
FBIOMONINFO,struct mon_info,32,12.1src/sys/sys/fbio.h,313
FBIOPUTCMAP,struct fbcmap,20,12.1src/sys/sys/fbio.h,200
FBIOPUTCMAPI,struct fbcmap_i,28,12.1src/sys/sys/fbio.h,329
FBIOSATTR,struct fbsattr,40,12.1src/sys/sys/fbio.h,225
FBIOSCURPOS,struct fbcurpos,4,12.1src/sys/sys/fbio.h,272
FBIOSCURSOR,struct fbcursor,44,12.1src/sys/sys/fbio.h,268
FBIOSVIDEO,int,4,12.1src/sys/sys/fbio.h,234
FBIO_ADAPTER,int,4,12.1src/sys/sys/fbio.h,588
FBIO_ADPINFO,struct video_adapter_info,164,12.1src/sys/sys/fbio.h,590
FBIO_ADPTYPE,int,4,12.1src/sys/sys/fbio.h,589
FBIO_BLANK,int,4,12.1src/sys/sys/fbio.h,620
FBIO_FINDMODE,struct video_info,164,12.1src/sys/sys/fbio.h,594
FBIO_GETDISPSTART,video_display_start_t,8,12.1src/sys/sys/fbio.h,603
FBIO_GETLINEWIDTH,u_int,4,12.1src/sys/sys/fbio.h,607
FBIO_GETMODE,int,4,12.1src/sys/sys/fbio.h,595
FBIO_GETPALETTE,video_color_palette_t,24,12.1src/sys/sys/fbio.h,611
FBIO_GETWINORG,u_int,4,12.1src/sys/sys/fbio.h,599
FBIO_MODEINFO,struct video_info,164,12.1src/sys/sys/fbio.h,593
FBIO_SETDISPSTART,video_display_start_t,8,12.1src/sys/sys/fbio.h,604
FBIO_SETLINEWIDTH,u_int,4,12.1src/sys/sys/fbio.h,608
FBIO_SETMODE,int,4,12.1src/sys/sys/fbio.h,596
FBIO_SETPALETTE,video_color_palette_t,24,12.1src/sys/sys/fbio.h,612
FBIO_SETWINORG,u_int,4,12.1src/sys/sys/fbio.h,600
SPIGENIOC_TRANSFER,struct spigen_transfer,16,12.1src/sys/sys/spigenio.h,48
SPIGENIOC_TRANSFER_MMAPPED,struct spigen_transfer_mmapped,8,12.1src/sys/sys/spigenio.h,50
TIOCCONS,int,4,12.1src/sys/sys/ttycom.h,93
TIOCEXT,int,4,12.1src/sys/sys/ttycom.h,91
TIOCFLUSH,int,4,12.1src/sys/sys/ttycom.h,68
TIOCGDRAINWAIT,int,4,12.1src/sys/sys/ttycom.h,79
TIOCGETA,struct termios,44,12.1src/sys/sys/ttycom.h,70
TIOCGETD,int,4,12.1src/sys/sys/ttycom.h,75
TIOCGPGRP,int,4,12.1src/sys/sys/ttycom.h,134
TIOCGPTN,int,4,12.1src/sys/sys/ttycom.h,67
TIOCGSID,int,4,12.1src/sys/sys/ttycom.h,94
TIOCGWINSZ,struct winsize,8,12.1src/sys/sys/ttycom.h,100
TIOCMBIC,int,4,12.1src/sys/sys/ttycom.h,115
TIOCMBIS,int,4,12.1src/sys/sys/ttycom.h,116
TIOCMGDTRWAIT,int,4,12.1src/sys/sys/ttycom.h,85
TIOCMGET,int,4,12.1src/sys/sys/ttycom.h,102
TIOCMSDTRWAIT,int,4,12.1src/sys/sys/ttycom.h,86
TIOCMSET,int,4,12.1src/sys/sys/ttycom.h,117
TIOCOUTQ,int,4,12.1src/sys/sys/ttycom.h,131
TIOCPKT,int,4,12.1src/sys/sys/ttycom.h,120
TIOCSDRAINWAIT,int,4,12.1src/sys/sys/ttycom.h,80
TIOCSETA,struct termios,44,12.1src/sys/sys/ttycom.h,71
TIOCSETAF,struct termios,44,12.1src/sys/sys/ttycom.h,73
TIOCSETAW,struct termios,44,12.1src/sys/sys/ttycom.h,72
TIOCSETD,int,4,12.1src/sys/sys/ttycom.h,76
TIOCSPGRP,int,4,12.1src/sys/sys/ttycom.h,133
TIOCSTI,char,1,12.1src/sys/sys/ttycom.h,130
TIOCSWINSZ,struct winsize,8,12.1src/sys/sys/ttycom.h,99
TIOCTIMESTAMP,struct timeval,8,12.1src/sys/sys/ttycom.h,83
TIOCUCNTL,int,4,12.1src/sys/sys/ttycom.h,97
CHIOEXCHANGE,struct changer_exchange,14,12.1src/sys/sys/chio.h,272
CHIOGPARAMS,struct changer_params,8,12.1src/sys/sys/chio.h,276
CHIOGPICKER,int,4,12.1src/sys/sys/chio.h,274
CHIOGSTATUS,struct changer_element_status_request,12,12.1src/sys/sys/chio.h,280
CHIOMOVE,struct changer_move,10,12.1src/sys/sys/chio.h,271
CHIOPOSITION,struct changer_position,6,12.1src/sys/sys/chio.h,273
CHIOSETVOLTAG,struct changer_set_voltag_request,42,12.1src/sys/sys/chio.h,279
CHIOSPICKER,int,4,12.1src/sys/sys/chio.h,275
OCHIOGSTATUS,struct changer_element_status_request,12,12.1src/sys/sys/chio.h,278
PTIOCGETTIMEOUT,int,4,12.1src/sys/sys/ptio.h,36
PTIOCSETTIMEOUT,int,4,12.1src/sys/sys/ptio.h,37
GETFKEY,fkeyarg_t,20,12.1src/sys/sys/kbio.h,231
GIO_DEADKEYMAP,accentmap_t,1578,12.1src/sys/sys/kbio.h,244
GIO_KEYMAPENT,keyarg_t,40,12.1src/sys/sys/kbio.h,246
KBADDKBD,keyboard_info_t,36,12.1src/sys/sys/kbio.h,74
KBRELKBD,keyboard_info_t,36,12.1src/sys/sys/kbio.h,75
KDGETLED,int,4,12.1src/sys/sys/kbio.h,57
KDGETMODE,int,4,12.1src/sys/sys/kbio.h,25
KDGETREPEAT,keyboard_repeat_t,8,12.1src/sys/sys/kbio.h,91
KDGKBINFO,keyboard_info_t,36,12.1src/sys/sys/kbio.h,83
KDGKBMODE,int,4,12.1src/sys/sys/kbio.h,17
KDGKBSTATE,int,4,12.1src/sys/sys/kbio.h,36
KDGKBTYPE,int,4,12.1src/sys/sys/kbio.h,50
KDSETREPEAT,keyboard_repeat_t,8,12.1src/sys/sys/kbio.h,90
OGIO_KEYMAP,okeymap_t,2562,12.1src/sys/sys/kbio.h,241
OPIO_KEYMAP,okeymap_t,2562,12.1src/sys/sys/kbio.h,242
PIO_DEADKEYMAP,accentmap_t,1578,12.1src/sys/sys/kbio.h,245
PIO_KEYMAPENT,keyarg_t,40,12.1src/sys/sys/kbio.h,247
SETFKEY,fkeyarg_t,20,12.1src/sys/sys/kbio.h,232
CFIOCQRY,struct cfiocqry,12,12.1src/sys/sys/cfictl.h,47
JOY_GETTIMEOUT,int,4,12.1src/sys/sys/joystick.h,46
JOY_GET_X_OFFSET,int,4,12.1src/sys/sys/joystick.h,49
JOY_GET_Y_OFFSET,int,4,12.1src/sys/sys/joystick.h,50
JOY_SETTIMEOUT,int,4,12.1src/sys/sys/joystick.h,45
JOY_SET_X_OFFSET,int,4,12.1src/sys/sys/joystick.h,47
JOY_SET_Y_OFFSET,int,4,12.1src/sys/sys/joystick.h,48
